2020-09-04 01:15:23.859302,35.54199600861018,1.4962546799143066,29.058 ms
2020-09-04 01:17:27.481717,33.651020645328686,1.5270383935752123,28.305 ms
2020-09-04 01:18:07.997386,34.2706092242632,1.4960692299628702,29.13 ms
2020-09-04 01:18:53.382008,23.788959330875183,1.492271811261715,28.631 ms
2020-09-04 06:50:43.907743,38.287696922956044,1.6975038476948412,32.482 ms
2020-09-04 07:01:16.025874,35.35834499355737,1.5236290342979049,29.472 ms
2020-09-04 07:11:48.684050,34.30314588829616,1.5133569340145092,29.239 ms
2020-09-04 07:22:21.772888,33.807567759528496,1.4903300761409448,29.622 ms
2020-09-04 07:32:56.441940,35.107987598728485,1.5344264052366625,29.577 ms
2020-09-04 07:43:30.482977,35.141097302830914,1.5183580823160365,29.429 ms
2020-09-04 07:54:04.510094,34.95154525075856,1.5051716513752644,29.825 ms
2020-09-04 08:04:31.645468,29.425226590123568,1.384167652830947,28.796 ms
2020-09-04 08:15:06.085484,33.86265155925186,1.4728298060477334,28.576 ms
2020-09-04 08:25:36.377640,33.00853673546143,1.8877854799604563,29.122 ms
